Ratings,Model,Year,Engine HP,Engine Cylinders,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,highway MPG,city mpg,"Vehicle Style ",Sentiment,Compound_Score
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,1,0.0
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,1,0.0
1.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.5106
2.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.9651
1.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.6533
4.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9815
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9217
2.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.9745
3.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9194
2.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.7351
3.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.8677
3.25,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.2451
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8204
3.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9246
3.25,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9224
3.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.802
2.5,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.8481
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9468
1.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.7713
2.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9086
2.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.5267
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8735
1.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.6361
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9939
4.25,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.3569
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.6361
2.375,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8074
3.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.9312
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.928
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.6705
2.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.3788
3.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.7351
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9315
1.375,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.5423
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,1,-0.0387
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.4678
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9136
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.7482
3.125,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.6124
3.375,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.5182
3.25,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,1,-0.1318
3.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.9645
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9795
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9493
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9195
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8481
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.4917
4.5,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.767
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,1,-0.0534
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9676
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.6597
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9757
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9808
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9905
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9889
4.375,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8934
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.923
3.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.6361
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9755
4.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9413
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9531
4.5,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,1,0.1779
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9853
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.967
4.5,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9102
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.7964
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9197
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9883
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9679
4.125,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.6949
4.25,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9074
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9698
4.5,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.7436
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.926
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9715
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9681
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8428
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.932
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.5859
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8516
4.375,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.7391
4.125,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.5631
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.7311
3.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9876
4.25,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.9294
4.25,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.891
4.125,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.7698
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.6369
3.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.4497
4.25,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.6911
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.946
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9509
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.922
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9382
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8316
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9318
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.3612
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9493
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9381
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.7769
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.4404
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.7475
4.25,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.5859
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9524
3.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.872
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.7841
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.3412
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.4678
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9118
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.5859
2.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.3523
4.5,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8155
4.125,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.4215
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.5574
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8483
3.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,1,-0.1779
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.6369
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.4691
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9731
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.6881
3.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.714
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.34
2.5,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.815
4.375,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8826
4.5,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.955
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8225
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9527
3.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.5607
4.125,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9712
3.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.2343
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8436
1.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.791
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9201
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9411
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9003
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9891
3.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.9073
4.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9264
3.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.79
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,1,0.0
4.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.802
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.6808
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.5719
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.624
1.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8555
2.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9148
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.7843
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9853
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9831
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9878
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.7579
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9952
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.4404
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.6249
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9805
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9783
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9743
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9109
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9259
3.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.9177
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9928
4.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8747
1.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9237
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9942
2.125,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.265
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9701
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.7096
4.5,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.7406
3.375,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.5037
4.375,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8439
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8399
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.5483
3.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,1,0.0294
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.891
3.5,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.8769
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8271
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8462
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9042
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9216
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9878
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9916
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.968
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.915
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.798
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9622
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9649
3.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.5423
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9799
3.25,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,1,-0.0258
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9398
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9491
4.25,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.6428
4.125,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9109
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9549
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9498
1.375,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,0,-0.662
4.125,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.765
4.125,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.6468
4.125,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,1,-0.0451
4.125,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.6059
4.375,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.872
2.375,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,1,0.1747
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9451
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8519
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9767
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,1,0.1779
4.5,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8899
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9692
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9551
3.375,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,1,0.128
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9377
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.4404
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.841
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9001
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9817
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,1,0.1533
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9468
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8519
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9677
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9657
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.891
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9829
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.7351
4.5,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.8974
4.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9343
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9735
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.7989
4.375,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.4939
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9722
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9466
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,1,0.0
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9382
3.5,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.6304
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.81
4.625,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9291
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.5423
2.5,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.2846
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.509
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.6369
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9747
4.375,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9313
4.75,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9731
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.9062
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.4203
5.0,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,1,-0.1043
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.3089
4.875,4,2015.0,443.0,8.0,0,4.0,7,1,25.0,16.0,5,2,0.3111
5.0,8,2015.0,540.0,8.0,0,4.0,4,1,24.0,16.0,5,2,0.9865
5.0,8,2015.0,540.0,8.0,0,4.0,4,1,24.0,16.0,5,2,0.9362
4.0,8,2015.0,540.0,8.0,0,4.0,4,1,24.0,16.0,5,2,0.9153
5.0,8,2015.0,540.0,8.0,0,4.0,4,1,24.0,16.0,5,2,0.8833
4.5,8,2015.0,540.0,8.0,0,4.0,4,1,24.0,16.0,5,2,0.8479
5.0,8,2015.0,540.0,8.0,0,4.0,4,1,24.0,16.0,5,2,0.91
5.0,8,2015.0,540.0,8.0,0,4.0,4,1,24.0,16.0,5,2,0.9703
4.875,8,2015.0,540.0,8.0,0,4.0,4,1,24.0,16.0,5,2,0.9579
5.0,8,2015.0,540.0,8.0,0,4.0,4,1,24.0,16.0,5,2,0.9847
5.0,8,2015.0,540.0,8.0,0,4.0,4,1,24.0,16.0,5,2,0.9643
4.875,8,2015.0,540.0,8.0,0,4.0,4,1,24.0,16.0,5,2,0.7411
3.75,8,2015.0,540.0,8.0,0,4.0,4,1,24.0,16.0,5,0,-0.762
4.875,8,2015.0,540.0,8.0,0,4.0,4,1,24.0,16.0,5,2,0.8834
5.0,8,2015.0,540.0,8.0,0,4.0,4,1,24.0,16.0,5,2,0.9665
4.5,8,2015.0,540.0,8.0,0,4.0,4,1,24.0,16.0,5,2,0.7184
4.375,8,2015.0,540.0,8.0,0,4.0,4,1,24.0,16.0,5,2,0.2484
5.0,8,2015.0,540.0,8.0,0,4.0,4,1,24.0,16.0,5,2,0.8402
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.9168
3.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,1,0.1536
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.6808
4.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,1,0.1531
1.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,0,-0.8316
4.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.5118
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.6249
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.9686
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.9531
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.8481
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.9916
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.9213
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.9116
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.8701
2.75,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,0,-0.6249
3.875,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.8914
4.125,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.9552
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.9584
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.9981
4.75,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.8481
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.9762
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.8307
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.886
4.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.9883
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.9809
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.6706
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.9948
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,1,-0.1629
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.6249
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.9808
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.8316
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.9349
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.9882
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,1,0.0
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.9675
4.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.9882
5.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.9116
4.0,2,2015.0,241.0,4.0,0,4.0,6,2,33.0,22.0,6,2,0.912
